shots	 electron_density:reliability	 cbd	 cb	 breakdown_field	 tb	 electron_temperature_max	 pressure_initial	 tcd	 input_power_mean	 breakdown_voltage	 plasma_life	 breakdown_time	 lb	 electron_density_mean	 ust	 plasma_current_decay	 cst	 tst	 plasma	 electron_confinement_time	 chamber_temperature	 breakdown_rate	 loop_voltage_mean	 pressure_request	 electron_confinement_t98	 zeff	 toroidal_field_mean	 chamber_resistance	 pressure	 chamber_inductance	 toroidal_field_max	 tbd	 input_power_plasma_mean	 breakdown_rate_err	 ubd	 plasma_current_mean	 breakdown_probability	 discharge_aborted	 pressure_chamber	 ucd	 electron_density_equilibrium	 ccd	 loop_voltage_max	 ub	 
21000	  nan	  0.0036	  0.0675	  0.06077	  0.005	  33.988	  0.25301	  0.005	  17840	  10.024	  0.01078	  0.00709	  0.0028	  nan	  0	  8.8318e+06	  0.0027	  0.005	  1	  1.3015e-05	  60	  nan	  7.3181	  10	  nan	  3	  0.18554	  0.0097	  10.204	  1.2e-06	  0.31536	  0.005	  14707	  nan	  0	  2437.8	  90	  nan	  nan	  400	  2.4637e+18	  0.0135	  19.694	  800	 
21001	  nan	  0.0036	  0.0675	  0.059614	  0.005	  35.284	  0.25693	  0.005	  17730	  9.762	  0.0111	  0.007023	  0.0028	  nan	  0	  8.9205e+06	  0.0027	  0.005	  1	  1.3367e-05	  60	  nan	  7.2241	  10	  nan	  3	  0.19016	  0.0097	  10.28	  1.2e-06	  0.31827	  0.005	  14269	  nan	  0	  2454.3	  90	  nan	  nan	  400	  2.482e+18	  0.0135	  19.449	  800	 
21002	  nan	  0.0036	  0.0675	  0.060246	  0.005	  35.229	  0.25301	  0.005	  17943	  9.8627	  0.01114	  0.007035	  0.0028	  nan	  0	  9.0978e+06	  0.0027	  0.005	  1	  1.3392e-05	  60	  nan	  7.11	  10	  nan	  3	  0.19144	  0.0097	  10.124	  1.2e-06	  0.31987	  0.005	  14808	  nan	  0	  2523.7	  90	  nan	  nan	  400	  2.4442e+18	  0.0135	  19.878	  800	 
21003	  nan	  0.0036	  0.0675	  0.059842	  0.005	  34.959	  0.24821	  0.005	  18023	  9.8761	  0.01106	  0.007072	  0.0028	  nan	  0	  9.134e+06	  0.0027	  0.005	  1	  1.3407e-05	  60	  nan	  7.2711	  10	  nan	  3	  0.18688	  0.0097	  10.457	  1.2e-06	  0.31358	  0.005	  14512	  nan	  0	  2478.7	  90	  nan	  nan	  400	  2.5247e+18	  0.0135	  19.85	  800	 
21004	  nan	  0.0036	  0.0675	  0.060699	  0.005	  36.23	  0.24821	  0.005	  17515	  9.6344	  0.0115	  0.007039	  0.0028	  nan	  0	  9.373e+06	  0.0027	  0.005	  1	  1.3892e-05	  60	  nan	  6.9421	  10	  nan	  3	  0.19483	  0.0097	  10.09	  1.2e-06	  0.32168	  0.005	  14086	  nan	  0	  2523.1	  90	  nan	  nan	  400	  2.4361e+18	  0.0135	  19.629	  800	 
21005	  nan	  0.0036	  0.0675	  0.058833	  0.005	  37.149	  0.25496	  0.005	  18490	  9.715	  0.01158	  0.006987	  0.0028	  nan	  0	  9.4075e+06	  0.0027	  0.005	  1	  1.4317e-05	  60	  nan	  7.1436	  10	  nan	  3	  0.19349	  0.0097	  11	  1.2e-06	  0.31965	  0.005	  14678	  nan	  0	  2588.4	  90	  nan	  nan	  400	  2.6559e+18	  0.0135	  19.756	  800	 
21006	  nan	  0.0036	  0.0675	  0.060386	  0.005	  37.191	  0.24821	  0.005	  18510	  9.8358	  0.01154	  0.007046	  0.0028	  nan	  0	  9.8215e+06	  0.0027	  0.005	  1	  1.2888e-05	  60	  nan	  7.0093	  10	  nan	  3	  0.19439	  0.0097	  9.6587	  1.2e-06	  0.31903	  0.005	  14751	  nan	  0	  2640.8	  90	  nan	  nan	  400	  2.3319e+18	  0.0135	  19.991	  800	 
21007	  nan	  0.0036	  0.0675	  0.059707	  0.005	  37.173	  0.23794	  0.005	  18531	  9.762	  0.01154	  0.007026	  0.0028	  nan	  0	  1.0036e+07	  0.0027	  0.005	  1	  1.348e-05	  60	  nan	  7.0294	  10	  nan	  3	  0.1952	  0.0097	  10.145	  1.2e-06	  0.31919	  0.005	  14723	  nan	  0	  2636.3	  90	  nan	  nan	  400	  2.4493e+18	  0.0135	  19.947	  800	 
21008	  nan	  0.0036	  0.0675	  0.059568	  0.005	  37.562	  0.24255	  0.005	  18246	  9.7351	  0.01178	  0.007028	  0.0028	  nan	  0	  1.0213e+07	  0.0027	  0.005	  1	  1.3894e-05	  60	  nan	  6.8951	  10	  nan	  3	  0.19453	  0.0097	  10.138	  1.2e-06	  0.31729	  0.005	  14680	  nan	  0	  2646.2	  90	  nan	  nan	  400	  2.4477e+18	  0.0135	  19.874	  800	 
21009	  nan	  0.0036	  0.0675	  nan	  0.005	  nan	  0.23886	  0.005	  nan	  nan	  nan	  nan	  0.0028	  nan	  0	  3.3961e+06	  0.0027	  0.005	  0	  nan	  60	  nan	  nan	  10	  nan	  3	  nan	  0.0097	  10.063	  1.2e-06	  0.31911	  0.005	  nan	  nan	  0	  nan	  90	  nan	  nan	  400	  nan	  0.0135	  11.078	  800	 
21010	  nan	  0.0036	  0.0675	  0.059631	  0.005	  37.196	  0.24916	  0.005	  18223	  9.7754	  0.0117	  0.007035	  0.0028	  nan	  0	  1.0227e+07	  0.0027	  0.005	  1	  1.3655e-05	  60	  nan	  6.9623	  10	  nan	  3	  0.19378	  0.0097	  10.089	  1.2e-06	  0.31725	  0.005	  14304	  nan	  0	  2617.4	  90	  nan	  nan	  400	  2.4358e+18	  0.0135	  20.032	  800	 
21011	  nan	  0.0036	  0.0675	  0.058278	  0.005	  37.221	  0.23612	  0.005	  19680	  9.9432	  0.01154	  0.006972	  0.0028	  nan	  0	  1.0657e+07	  0.0027	  0.005	  1	  1.3336e-05	  60	  nan	  7.3651	  10	  nan	  3	  0.19269	  0.0097	  10.897	  1.2e-06	  0.31891	  0.005	  15522	  nan	  0	  2672.1	  90	  nan	  nan	  400	  2.6308e+18	  0.0135	  20.589	  800	 
21012	  nan	  0.0036	  0.0675	  nan	  0.005	  nan	  0.25108	  0.005	  nan	  nan	  nan	  nan	  0.0028	  nan	  0	  2.0148e+06	  0.0027	  0.005	  0	  nan	  60	  nan	  nan	  10	  nan	  3	  nan	  0.0097	  9.8095	  1.2e-06	  0.31735	  0.005	  nan	  nan	  0	  nan	  90	  nan	  nan	  400	  nan	  0.0135	  11.071	  800	 
21013	  nan	  0.0036	  0.0675	  0.058243	  0.005	  37.623	  0.2609	  0.005	  18212	  9.6545	  0.01174	  0.007006	  0.0028	  nan	  0	  1.0934e+07	  0.0027	  0.005	  1	  1.3903e-05	  60	  nan	  6.8817	  10	  nan	  3	  0.19243	  0.0097	  10.113	  1.2e-06	  0.31453	  0.005	  14602	  nan	  0	  2646.5	  90	  nan	  nan	  400	  2.4415e+18	  0.0135	  20.074	  800	 
21014	  nan	  0.0036	  0.0675	  0.058121	  0.005	  38.801	  0.25399	  0.005	  18453	  9.6613	  0.0119	  0.006986	  0.0028	  nan	  0	  1.0858e+07	  0.0027	  0.005	  1	  1.4377e-05	  60	  nan	  6.734	  10	  nan	  3	  0.1947	  0.0097	  10.203	  1.2e-06	  0.3159	  0.005	  14961	  nan	  0	  2740.3	  90	  nan	  nan	  400	  2.4633e+18	  0.0135	  20.48	  800	 
21015	  nan	  0.0036	  0.0675	  nan	  0.005	  nan	  0.23703	  0.005	  nan	  nan	  nan	  nan	  0.0028	  nan	  0	  2.3803e+06	  0.0027	  0.005	  0	  nan	  60	  nan	  nan	  10	  nan	  3	  nan	  0.0097	  10.146	  1.2e-06	  0.31603	  0.005	  nan	  nan	  0	  nan	  90	  nan	  nan	  400	  nan	  0.0135	  11.018	  800	 
21016	  nan	  0.0036	  0.0675	  nan	  0.005	  nan	  0.23703	  0.005	  nan	  nan	  nan	  nan	  0.0028	  nan	  0	  1.8576e+06	  0.0027	  0.005	  0	  nan	  60	  nan	  nan	  10	  nan	  3	  nan	  0.0097	  10.026	  1.2e-06	  0.31548	  0.005	  nan	  nan	  0	  nan	  90	  nan	  nan	  400	  nan	  0.0135	  10.964	  800	 
21017	  nan	  0.0036	  0.0675	  0.058493	  0.005	  37.614	  0.25108	  0.005	  17847	  9.5538	  0.01178	  0.006974	  0.0028	  nan	  0	  1.0732e+07	  0.0027	  0.005	  1	  1.5339e-05	  60	  nan	  6.9489	  10	  nan	  3	  0.19524	  0.0097	  11.226	  1.2e-06	  0.31977	  0.005	  13826	  nan	  0	  2568.4	  90	  nan	  nan	  400	  2.7103e+18	  0.0135	  20.257	  800	 
21018	  nan	  0.0036	  0.0675	  nan	  0.005	  nan	  0.24536	  0.005	  nan	  nan	  nan	  nan	  0.0028	  nan	  0	  2.3165e+06	  0.0027	  0.005	  0	  nan	  60	  nan	  nan	  10	  nan	  3	  nan	  0.0097	  9.6626	  1.2e-06	  0.31444	  0.005	  nan	  nan	  0	  nan	  90	  nan	  nan	  400	  nan	  0.0135	  11.555	  800	 
21019	  nan	  0.0036	  0.0675	  nan	  0.005	  nan	  0.25891	  0.005	  nan	  nan	  nan	  nan	  0.0028	  nan	  0	  1.5731e+06	  0.0027	  0.005	  0	  nan	  60	  nan	  nan	  10	  nan	  3	  nan	  0.0097	  10.196	  1.2e-06	  0.31675	  0.005	  nan	  nan	  0	  nan	  90	  nan	  nan	  400	  nan	  0.0135	  10.97	  800	 
21020	  nan	  0.0036	  0.0675	  0.058608	  0.005	  37.38	  0.25991	  0.005	  20088	  10.01	  0.01166	  0.006986	  0.0028	  nan	  0	  1.1026e+07	  0.0027	  0.005	  1	  1.2738e-05	  60	  nan	  7.2577	  10	  nan	  3	  0.19464	  0.0097	  10.276	  1.2e-06	  0.31913	  0.005	  15969	  nan	  0	  2767.9	  90	  nan	  nan	  400	  2.481e+18	  0.0135	  20.84	  800	 
21021	  nan	  0.0036	  0.0675	  nan	  0.005	  nan	  0.25108	  0.005	  nan	  nan	  nan	  nan	  0.0028	  nan	  0	  2.3878e+06	  0.0027	  0.005	  0	  nan	  60	  nan	  nan	  10	  nan	  3	  nan	  0.0097	  10.288	  1.2e-06	  0.31965	  0.005	  nan	  nan	  0	  nan	  90	  nan	  nan	  400	  nan	  0.0135	  11.145	  800	 
21022	  nan	  0.0036	  0.0675	  0.05889	  0.005	  38.28	  0.25891	  0.005	  18922	  9.7754	  0.01178	  0.007009	  0.0028	  nan	  0	  1.0919e+07	  0.0027	  0.005	  1	  1.3487e-05	  60	  nan	  6.9958	  10	  nan	  3	  0.19552	  0.0097	  10.156	  1.2e-06	  0.31777	  0.005	  14904	  nan	  0	  2704.8	  90	  nan	  nan	  400	  2.4519e+18	  0.0135	  20.542	  800	 
21023	  nan	  0.0036	  0.0675	  0.065665	  0.005	  29.608	  0.38152	  0.005	  14486	  9.7418	  0.00946	  0.007001	  0.0028	  nan	  0	  6.6011e+06	  0.0027	  0.005	  1	  1.3387e-05	  20	  nan	  7.6538	  10	  nan	  3	  0.19474	  0.0097	  10.396	  1.2e-06	  0.35598	  0.005	  12700	  nan	  0	  1892.6	  91	  nan	  nan	  400	  2.5098e+18	  0.0135	  17.47	  900	 
21024	  nan	  0.0036	  0.0675	  0.065276	  0.005	  34.394	  0.34661	  0.005	  16956	  9.6814	  0.0109	  0.006978	  0.0028	  nan	  0	  7.9316e+06	  0.0027	  0.005	  1	  1.3498e-05	  20	  nan	  7.4054	  10	  nan	  3	  0.20804	  0.0097	  10.571	  1.2e-06	  0.35602	  0.005	  14249	  nan	  0	  2289.6	  91	  nan	  nan	  400	  2.5522e+18	  0.0135	  18.898	  900	 
21025	  nan	  0.0036	  0.0675	  0.06635	  0.005	  35.534	  0.33356	  0.005	  17864	  9.7418	  0.01126	  0.007006	  0.0028	  nan	  0	  8.6079e+06	  0.0027	  0.005	  1	  1.3735e-05	  20	  nan	  7.3114	  10	  nan	  3	  0.21471	  0.0097	  10.76	  1.2e-06	  0.35846	  0.005	  14494	  nan	  0	  2443.3	  91	  nan	  nan	  400	  2.5979e+18	  0.0135	  19.075	  900	 
21026	  nan	  0.0036	  0.0675	  0.065054	  0.005	  36.751	  0.34928	  0.005	  18227	  9.6814	  0.01154	  0.006986	  0.0028	  nan	  0	  8.7808e+06	  0.0027	  0.005	  1	  1.327e-05	  20	  nan	  7.2107	  10	  nan	  3	  0.21444	  0.0097	  10.274	  1.2e-06	  0.35502	  0.005	  14804	  nan	  0	  2527.7	  91	  nan	  nan	  400	  2.4805e+18	  0.0135	  19.326	  900	 
21027	  nan	  0.0036	  0.0675	  0.066312	  0.005	  37.21	  0.32223	  0.005	  18474	  9.7485	  0.0117	  0.007033	  0.0028	  nan	  0	  9.105e+06	  0.0027	  0.005	  1	  1.3325e-05	  20	  nan	  7.1838	  10	  nan	  3	  0.21692	  0.0097	  10.312	  1.2e-06	  0.35374	  0.005	  14691	  nan	  0	  2571.7	  91	  nan	  nan	  400	  2.4897e+18	  0.0135	  19.508	  900	 
21028	  nan	  0.0036	  0.0675	  0.066241	  0.005	  34.338	  0.23075	  0.005	  18017	  9.762	  0.01138	  0.007013	  0.0028	  nan	  0	  9.3444e+06	  0.0027	  0.005	  1	  1.3304e-05	  60	  nan	  7.3047	  10	  nan	  3	  0.21324	  0.0097	  10.44	  1.2e-06	  0.3554	  0.005	  14329	  nan	  0	  2466.5	  91	  nan	  nan	  400	  2.5206e+18	  0.0135	  19.333	  900	 
21029	  nan	  0.0036	  0.0675	  nan	  0.005	  nan	  0.22811	  0.005	  nan	  nan	  nan	  nan	  0.0028	  nan	  0	  2.4898e+06	  0.0027	  0.005	  0	  nan	  60	  nan	  nan	  10	  nan	  3	  nan	  0.0097	  10.78	  1.2e-06	  0.31992	  0.005	  nan	  nan	  0	  nan	  90	  nan	  nan	  400	  nan	  0.0135	  11.152	  800	 
21030	  nan	  0.0036	  0.0675	  0.06493	  0.005	  37.309	  0.24163	  0.005	  19696	  9.7351	  0.01178	  0.006968	  0.0028	  nan	  0	  9.8668e+06	  0.0027	  0.005	  1	  1.3515e-05	  60	  nan	  7.3517	  10	  nan	  3	  0.21725	  0.0097	  11.019	  1.2e-06	  0.35568	  0.005	  15244	  nan	  0	  2679.1	  91	  nan	  nan	  400	  2.6604e+18	  0.0135	  20.021	  900	 
21031	  nan	  0.0036	  0.0675	  0.070011	  0.005	  38.439	  0.2407	  0.005	  19174	  9.9567	  0.0121	  0.007119	  0.0028	  nan	  0	  1.0362e+07	  0.0027	  0.005	  1	  1.3223e-05	  60	  nan	  6.8414	  10	  nan	  3	  0.22403	  0.0097	  9.7077	  1.2e-06	  0.35769	  0.005	  15873	  nan	  0	  2802.6	  91	  nan	  nan	  400	  2.3437e+18	  0.0135	  19.848	  900	 
21032	  nan	  0.0036	  0.0675	  0.072564	  0.005	  39.967	  0.25205	  0.005	  19121	  10.017	  0.01238	  0.007219	  0.0028	  nan	  0	  1.0568e+07	  0.0027	  0.005	  1	  1.3969e-05	  60	  nan	  6.8011	  10	  nan	  3	  0.22678	  0.0097	  10.165	  1.2e-06	  0.35547	  0.005	  15610	  nan	  0	  2811.4	  91	  nan	  nan	  400	  2.4542e+18	  0.0135	  19.723	  900	 
21033	  nan	  0.0036	  0.0675	  0.068368	  0.005	  39.862	  0.24163	  0.005	  18853	  9.7217	  0.0125	  0.007096	  0.0028	  nan	  0	  9.9731e+06	  0.0027	  0.005	  1	  1.4416e-05	  60	  nan	  6.6333	  10	  nan	  3	  0.22416	  0.0097	  10.099	  1.2e-06	  0.35368	  0.005	  15279	  nan	  0	  2842.2	  91	  nan	  nan	  400	  2.4383e+18	  0.0135	  20.052	  900	 
21034	  nan	  0.0036	  0.0675	  nan	  0.005	  nan	  0.28389	  0.006	  nan	  nan	  nan	  nan	  0.0028	  nan	  0	  2.2056e+06	  0.0027	  0.005	  0	  nan	  40	  nan	  nan	  10	  nan	  3	  nan	  0.0097	  10.49	  1.2e-06	  0.35614	  0.005	  nan	  nan	  0	  nan	  94	  nan	  nan	  450	  nan	  0.0135	  12.817	  900	 
21035	  nan	  0.0036	  0.0675	  nan	  0.005	  nan	  0.2732	  0.006	  nan	  nan	  nan	  nan	  0.0028	  nan	  0	  1.9628e+06	  0.0027	  0.005	  0	  nan	  40	  nan	  nan	  10	  nan	  3	  nan	  0.0097	  10.298	  1.2e-06	  0.35393	  0.005	  nan	  nan	  0	  nan	  94	  nan	  nan	  450	  nan	  0.0135	  12.327	  900	 
21036	  nan	  0.0036	  0.0675	  0.059239	  0.005	  28.63	  0.27957	  0.005	  20953	  10.89	  0.00998	  0.006789	  0.0028	  nan	  0	  9.1411e+06	  0.0027	  0.005	  1	  1.5091e-05	  40	  nan	  8.7482	  16	  nan	  3	  0.1946	  0.0097	  15.838	  1.2e-06	  0.35554	  0.005	  17520	  nan	  0	  2395.2	  92	  nan	  nan	  450	  3.8239e+18	  0.0135	  20.927	  900	 
21037	  nan	  0.0036	  0.0675	  0.061404	  0.005	  31.783	  0.26292	  0.005	  25435	  11.299	  0.01066	  0.006691	  0.0028	  nan	  0	  8.348e+06	  0.0027	  0.005	  1	  1.6813e-05	  40	  nan	  9.0704	  20	  nan	  3	  0.21875	  0.0097	  19.753	  1.2e-06	  0.39129	  0.005	  21944	  nan	  0	  2804.2	  93	  nan	  nan	  500	  4.7691e+18	  0.0135	  22.009	  1000	 
21038	  nan	  0.0036	  0.0675	  0.067235	  0.005	  30.888	  0.2609	  0.0055	  33481	  12.944	  0.01006	  0.007061	  0.0028	  nan	  0	  1.0468e+07	  0.0027	  0.005	  1	  1.3038e-05	  40	  nan	  10.219	  20	  nan	  3	  0.20099	  0.0097	  19.679	  1.2e-06	  0.35357	  0.005	  30446	  nan	  0	  3276.5	  94	  nan	  nan	  600	  4.7512e+18	  0.0135	  24.55	  900	 
21039	  nan	  0.0036	  0.0675	  0.087694	  0.005	  30.62	  0.26596	  0.006	  44586	  15.576	  0.0095	  0.007729	  0.0028	  nan	  0	  9.9379e+06	  0.0027	  0.005	  1	  1.0001e-05	  40	  nan	  12.018	  20	  nan	  3	  0.20985	  0.0097	  20.617	  1.2e-06	  0.35302	  0.005	  39977	  nan	  0	  3710	  92	  nan	  nan	  700	  4.9776e+18	  0.0135	  24.989	  900	 
21040	  nan	  0.0036	  0.0675	  0.081933	  0.005	  46.912	  0.27216	  0.006	  53347	  15.073	  0.01266	  0.007552	  0.0028	  nan	  0	  1.0355e+07	  0.0027	  0.005	  1	  1.181e-05	  40	  nan	  10.111	  20	  nan	  3	  0.23416	  0.0097	  20.528	  1.2e-06	  0.35117	  0.005	  46648	  nan	  0	  5276.1	  92	  nan	  nan	  700	  4.9561e+18	  0.0135	  22.552	  900	 
21041	  nan	  0.0036	  0.0675	  0.11039	  0.005	  65.221	  0.25399	  0.006	  33312	  12.051	  0.01674	  0.007837	  0.0028	  nan	  0	  1.1241e+07	  0.0027	  0.005	  1	  2.3531e-05	  40	  nan	  6.8683	  20	  nan	  3	  0.32443	  0.0097	  20.877	  1.2e-06	  0.42809	  0.005	  27607	  nan	  0	  4850.1	  94	  nan	  nan	  500	  5.0403e+18	  0.0135	  22.301	  1100	 
21042	  nan	  0.0036	  0.0675	  nan	  0.005	  nan	  0.25891	  0.005	  nan	  nan	  nan	  nan	  0.0028	  nan	  0	  8.0635e+06	  0.0027	  0.005	  0	  nan	  40	  nan	  nan	  15	  nan	  3	  nan	  0.0097	  15.437	  1.2e-06	  0.46737	  0.005	  nan	  nan	  0	  nan	  92	  nan	  nan	  400	  nan	  0.0135	  11.172	  1200	 
21043	  nan	  0.0036	  0.0675	  nan	  0.005	  nan	  0.26596	  0.005	  nan	  nan	  nan	  nan	  0.0028	  nan	  0	  8.2552e+06	  0.0027	  0.005	  0	  nan	  40	  nan	  nan	  20	  nan	  3	  nan	  0.0097	  20.218	  1.2e-06	  0.46726	  0.005	  nan	  nan	  0	  nan	  92	  nan	  nan	  450	  nan	  0.0135	  12.327	  1200	 
21044	  nan	  0.0036	  0.0675	  0.11662	  0.005	  70.141	  0.27111	  0.006	  28452	  12.085	  0.01674	  0.008003	  0.0028	  nan	  0	  1.056e+07	  0.0027	  0.005	  1	  3.0954e-05	  40	  nan	  5.7269	  20	  nan	  3	  0.32736	  0.0097	  20.449	  1.2e-06	  0.42793	  0.005	  25884	  nan	  0	  4968.1	  94	  nan	  nan	  500	  4.9371e+18	  0.0135	  23.731	  1100	 
21045	  nan	  0.0036	  0.0675	  0.0756	  0.005	  71.961	  0.23253	  0.005	  23306	  10.38	  0.0189	  0.006732	  0.0028	  nan	  0	  1.5069e+07	  0.0027	  0.005	  1	  3.9007e-05	  40	  nan	  5.116	  20	  nan	  3	  0.34574	  0.0097	  20.744	  1.2e-06	  0.46697	  0.005	  20989	  nan	  0	  4555.5	  92	  nan	  nan	  450	  5.0084e+18	  0.0135	  19.845	  1200	 
21046	  nan	  0.0036	  0.0675	  nan	  0.005	  nan	  0.25399	  0.005	  nan	  nan	  nan	  nan	  0.0028	  nan	  0	  5.9282e+06	  0.0027	  0.005	  0	  nan	  40	  nan	  nan	  15	  nan	  3	  nan	  0.0097	  15.383	  1.2e-06	  0.4672	  0.005	  nan	  nan	  0	  nan	  94	  nan	  nan	  450	  nan	  0.0135	  12.421	  1200	 
21047	  nan	  0.0036	  0.0675	  nan	  0.005	  nan	  0.34396	  0.005	  nan	  nan	  nan	  nan	  0.0028	  nan	  0	  nan	  0.0027	  0.005	  0	  nan	  40	  nan	  nan	  15	  nan	  3	  nan	  nan	  14.84	  nan	  nan	  0.005	  nan	  nan	  0	  nan	  nan	  nan	  nan	  450	  nan	  0.0135	  nan	  800	 
21048	  nan	  0.0036	  0.0675	  0.048781	  0.005	  21.583	  0.33742	  0.005	  12762	  10.091	  0.00682	  0.00664	  0.0028	  nan	  0	  4.0318e+06	  0.0027	  0.005	  1	  1.7219e-05	  40	  nan	  9.2316	  15	  nan	  3	  0.13735	  0.0097	  16.457	  1.2e-06	  0.31866	  0.005	  11614	  nan	  0	  1382.4	  91	  nan	  nan	  450	  3.9733e+18	  0.0135	  17.48	  800	 
21049	  nan	  0.0036	  0.0675	  0.071469	  0.005	  24.214	  0.38006	  0.006	  10504	  8.446	  0.0075	  0.007427	  0.0028	  nan	  0	  2.7421e+06	  0.0027	  0.005	  1	  1.8438e-05	  40	  nan	  7.4725	  10	  nan	  3	  0.16484	  0.0097	  12.458	  1.2e-06	  0.32103	  0.005	  10459	  nan	  0	  1405.7	  91	  nan	  nan	  400	  3.0078e+18	  0.0135	  16.375	  800	 
21050	  nan	  0.0036	  0.0675	  nan	  0.005	  nan	  0.41833	  0.007	  nan	  nan	  nan	  nan	  0.0028	  nan	  0	  2.1843e+06	  0.0027	  0.005	  0	  nan	  1.0814e+05	  nan	  nan	  10	  nan	  3	  nan	  0.0097	  -0.58567	  1.2e-06	  0.32387	  0.005	  nan	  nan	  0	  nan	  22	  nan	  nan	  400	  nan	  0.0135	  11.521	  800	 
21051	  nan	  0.0036	  0.0675	  0.097628	  0.005	  19.14	  0.4552	  0.007	  11365	  9.574	  0.00686	  0.008425	  0.0028	  nan	  0	  2.3056e+06	  0.0027	  0.005	  1	  1.0536e-05	  40	  nan	  9.5136	  10	  nan	  3	  0.17857	  0.0097	  10.085	  1.2e-06	  0.31725	  0.005	  10790	  nan	  0	  1194.6	  93	  nan	  nan	  450	  2.4348e+18	  0.0135	  16.281	  800	 
21052	  nan	  0.0036	  0.0675	  0.081528	  0.005	  23.57	  0.46224	  0.006	  11098	  9.6344	  0.00694	  0.007791	  0.0028	  nan	  0	  2.4215e+06	  0.0027	  0.005	  1	  1.5846e-05	  40	  nan	  7.8351	  10	  nan	  3	  0.16709	  0.0097	  11.617	  1.2e-06	  0.32081	  0.005	  10633	  nan	  0	  1416.4	  91	  nan	  nan	  400	  2.8046e+18	  0.0135	  16.617	  800	 
21053	  nan	  0.0036	  0.0675	  0.068886	  0.005	  23.499	  0.37427	  0.006	  9643.7	  8.5065	  0.0079	  0.007387	  0.0028	  nan	  0	  4.4681e+06	  0.0027	  0.005	  1	  1.5245e-05	  40	  nan	  8.2446	  10	  nan	  3	  0.16386	  0.0097	  11.415	  1.2e-06	  0.31471	  0.005	  9582	  nan	  0	  1169.7	  91	  nan	  nan	  400	  2.7558e+18	  0.0135	  16.415	  800	 
21054	  nan	  0.0036	  0.0675	  0.070634	  0.005	  25.57	  0.38006	  0.006	  10811	  8.6273	  0.00838	  0.007404	  0.0028	  nan	  0	  5.1392e+06	  0.0027	  0.005	  1	  1.5238e-05	  40	  nan	  7.9627	  10	  nan	  3	  0.1728	  0.0097	  11.315	  1.2e-06	  0.32076	  0.005	  10746	  nan	  0	  1357.8	  91	  nan	  nan	  400	  2.7318e+18	  0.0135	  16.858	  800	 
21055	  nan	  0.0036	  0.0675	  0.068426	  0.005	  26.523	  0.35879	  0.006	  12312	  8.5803	  0.00858	  0.007364	  0.0028	  nan	  0	  5.1966e+06	  0.0027	  0.005	  1	  1.5016e-05	  60	  nan	  8.0231	  10	  nan	  3	  0.17089	  0.0097	  11.761	  1.2e-06	  0.31493	  0.005	  11445	  nan	  0	  1534.6	  91	  nan	  nan	  400	  2.8396e+18	  0.0135	  17.302	  800	 
21056	  nan	  0.0036	  0.0675	  0.077918	  0.005	  27.601	  0.30891	  0.006	  12078	  8.8959	  0.00858	  0.00765	  0.0028	  nan	  0	  4.8703e+06	  0.0027	  0.005	  1	  1.6515e-05	  60	  nan	  7.2308	  10	  nan	  3	  0.18165	  0.0097	  11.19	  1.2e-06	  0.32196	  0.005	  11726	  nan	  0	  1670.3	  91	  nan	  nan	  400	  2.7015e+18	  0.0135	  16.55	  800	 
21057	  nan	  0.0036	  0.0675	  0.070908	  0.005	  27.825	  0.31611	  0.006	  13147	  8.5669	  0.00926	  0.007425	  0.0028	  nan	  0	  5.5881e+06	  0.0027	  0.005	  1	  1.4176e-05	  40	  nan	  7.8619	  10	  nan	  3	  0.18044	  0.0097	  11.046	  1.2e-06	  0.31891	  0.005	  11814	  nan	  0	  1672.3	  91	  nan	  nan	  400	  2.667e+18	  0.0135	  17.785	  800	 
21058	  nan	  0.0036	  0.0675	  0.095883	  0.005	  29.099	  0.33872	  0.006	  14568	  10.494	  0.00846	  0.008329	  0.0028	  nan	  0	  6.2452e+06	  0.0027	  0.005	  1	  1.4582e-05	  40	  nan	  7.486	  10	  nan	  3	  0.19318	  0.0097	  11.015	  1.2e-06	  0.32059	  0.005	  13574	  nan	  0	  1946	  91	  nan	  nan	  400	  2.6593e+18	  0.0135	  18.483	  800	 
21059	  nan	  0.0036	  0.0675	  0.070647	  0.005	  25.67	  0.29842	  0.006	  13108	  8.3118	  0.00946	  0.00743	  0.0028	  nan	  0	  6.3962e+06	  0.0027	  0.005	  1	  1.4592e-05	  40	  nan	  7.7814	  10	  nan	  3	  0.18198	  0.0097	  11.204	  1.2e-06	  0.31674	  0.005	  10793	  nan	  0	  1684.6	  91	  nan	  nan	  400	  2.705e+18	  0.0135	  17.567	  800	 
21060	  nan	  0.0036	  0.0675	  0.072804	  0.005	  26.455	  0.31249	  0.006	  13173	  8.3319	  0.00962	  0.007464	  0.0028	  nan	  0	  6.2835e+06	  0.0027	  0.005	  1	  1.4822e-05	  40	  nan	  7.6941	  10	  nan	  3	  0.18673	  0.0097	  11.229	  1.2e-06	  0.32249	  0.005	  11144	  nan	  0	  1712.1	  91	  nan	  nan	  400	  2.7111e+18	  0.0135	  17.621	  800	 
