shots	 electron_density:reliability	 cbd	 cb	 breakdown_field	 tb	 electron_temperature_max	 pressure_initial	 tcd	 input_power_mean	 breakdown_voltage	 plasma_life	 breakdown_time	 lb	 electron_density_mean	 ust	 plasma_current_decay	 cst	 tst	 plasma	 electron_confinement_time	 chamber_temperature	 breakdown_rate	 loop_voltage_mean	 pressure_request	 electron_confinement_t98	 zeff	 toroidal_field_mean	 chamber_resistance	 pressure	 chamber_inductance	 toroidal_field_max	 tbd	 input_power_plasma_mean	 breakdown_rate_err	 ubd	 plasma_current_mean	 breakdown_probability	 discharge_aborted	 pressure_chamber	 ucd	 electron_density_equilibrium	 ccd	 loop_voltage_max	 ub	 
29225	  nan	  0.0036	  0.0675	  0.20906	  0.005	  16.624	  0.56652	  0.01	  6754	  11.393	  0.00486	  0.01317	  0.0028	  nan	  0	  5.2184e+06	  0.0027	  0.005	  1	  1.5227e-05	  25.4	  nan	  8.7549	  20	  nan	  3	  0.2527	  0.0097	  10.968	  1.2e-06	  0.31928	  0.005	  6108.9	  nan	  0	  771.46	  94	  nan	  nan	  450	  2.6481e+18	  0.0135	  16.634	  750	 
29226	  nan	  0.0036	  0.0675	  0.18106	  0.005	  35.757	  0.56652	  0.01	  23945	  12.622	  0.00946	  0.012021	  0.0028	  nan	  0	  7.4129e+06	  0.0027	  0.005	  1	  1.029e-05	  25.3	  nan	  8.5602	  20	  nan	  3	  0.25747	  0.0097	  10.968	  1.2e-06	  0.31226	  0.005	  21503	  nan	  0	  2797.3	  96	  nan	  nan	  550	  2.6481e+18	  0.0135	  27.159	  750	 
29227	  nan	  0.0036	  0.0675	  0.1793	  0.005	  37.666	  0.57972	  0.01	  24133	  12.582	  0.01066	  0.012021	  0.0028	  nan	  0	  1.067e+07	  0.0027	  0.005	  1	  1.0504e-05	  25.3	  nan	  8.4125	  20	  nan	  3	  0.26052	  0.0097	  10.968	  1.2e-06	  0.30863	  0.005	  22320	  nan	  0	  2868.7	  96	  nan	  nan	  550	  2.6481e+18	  0.0135	  25.497	  750	 
29228	  nan	  0.0036	  0.0675	  0.18399	  0.005	  42.203	  0.57972	  0.0105	  23844	  12.165	  0.01074	  0.01275	  0.0028	  nan	  0	  1.1118e+07	  0.0027	  0.005	  1	  6.6503e-06	  25.3	  nan	  7.3718	  16	  nan	  3	  0.25546	  0.0097	  5.7999	  1.2e-06	  0.29303	  0.005	  20074	  nan	  0	  3234.5	  89	  nan	  nan	  500	  1.4003e+18	  0.0135	  28.789	  700	 
29229	  nan	  0.0036	  0.0675	  0.17626	  0.005	  41.063	  0.58419	  0.01	  34884	  14.435	  0.01018	  0.011872	  0.0028	  nan	  0	  7.1856e+06	  0.0027	  0.005	  1	  9.2809e-06	  25.1	  nan	  9.2047	  20	  nan	  3	  0.25657	  0.0097	  12.354	  1.2e-06	  0.30925	  0.005	  33446	  nan	  0	  3789.8	  96	  nan	  nan	  650	  2.9827e+18	  0.0135	  29.489	  750	 
29230	  nan	  0.0036	  0.0675	  0.21281	  0.005	  37.556	  0.57089	  0.0105	  19858	  12.004	  0.00982	  0.012799	  0.0028	  nan	  0	  9.4369e+06	  0.0027	  0.005	  1	  9.727e-06	  25.1	  nan	  8.0096	  16	  nan	  3	  0.28987	  0.0097	  8.915	  1.2e-06	  0.33612	  0.005	  17242	  nan	  0	  2479.3	  95	  nan	  nan	  500	  2.1524e+18	  0.0135	  25.158	  800	 
29231	  nan	  0.0036	  0.0675	  0.23181	  0.005	  36.965	  0.56652	  0.0105	  18951	  11.736	  0.01066	  0.012773	  0.0028	  nan	  0	  9.001e+06	  0.0027	  0.005	  1	  9.9925e-06	  25	  nan	  8.2446	  16	  nan	  3	  0.32099	  0.0097	  9.3712	  1.2e-06	  0.36866	  0.005	  16897	  nan	  0	  2298.6	  95	  nan	  nan	  500	  2.2625e+18	  0.0135	  21.33	  900	 
29232	  nan	  0.0036	  0.0675	  0.2734	  0.005	  34.489	  0.57308	  0.0105	  18565	  13.059	  0.0101	  0.013468	  0.0028	  nan	  0	  7.7972e+06	  0.0027	  0.005	  1	  8.7383e-06	  25.1	  nan	  8.1909	  16	  nan	  3	  0.36049	  0.0097	  8.0683	  1.2e-06	  0.40579	  0.005	  17494	  nan	  0	  2266.5	  95	  nan	  nan	  500	  1.9479e+18	  0.0135	  20.71	  1000	 
29233	  nan	  0.0036	  0.0675	  0.30007	  0.005	  30.958	  0.57089	  0.0105	  14542	  12.803	  0.01014	  0.013511	  0.0028	  nan	  0	  7.1141e+06	  0.0027	  0.005	  1	  1.1178e-05	  25.1	  nan	  8.3588	  16	  nan	  3	  0.39526	  0.0097	  9.7753	  1.2e-06	  0.44332	  0.005	  14990	  nan	  0	  1739.8	  96	  nan	  nan	  500	  2.3601e+18	  0.0135	  18.498	  1100	 
29234	  nan	  0.0036	  0.0675	  0.3271	  0.005	  28.274	  0.56219	  0.0105	  12783	  12.609	  0.00882	  0.013723	  0.0028	  nan	  0	  6.985e+06	  0.0027	  0.005	  1	  1.0916e-05	  25	  nan	  8.3923	  16	  nan	  3	  0.41987	  0.0097	  9.193	  1.2e-06	  0.47534	  0.005	  12780	  nan	  0	  1523.2	  96	  nan	  nan	  500	  2.2195e+18	  0.0135	  18.098	  1200	 
29235	  nan	  0.0036	  0.0675	  0.15633	  0.005	  38.3	  0.56219	  0.0065	  22077	  12.058	  0.01122	  0.008714	  0.0028	  nan	  0	  6.5325e+06	  0.0027	  0.005	  1	  9.0775e-06	  25.1	  nan	  8.4796	  16	  nan	  3	  0.33094	  0.0097	  9.2995	  1.2e-06	  0.47498	  0.005	  19414	  nan	  0	  2603.6	  95	  nan	  nan	  500	  2.2452e+18	  0.0135	  20.551	  1200	 
29236	  nan	  0.0036	  0.0675	  0.1792	  0.005	  26.236	  0.56652	  0.01	  15599	  12.219	  0.00706	  0.012539	  0.0028	  nan	  0	  7.9931e+06	  0.0027	  0.005	  1	  1.2536e-05	  25	  nan	  8.8556	  20	  nan	  3	  0.23383	  0.0097	  12.119	  1.2e-06	  0.29049	  0.005	  12507	  nan	  0	  1761.5	  95	  nan	  nan	  500	  2.926e+18	  0.0135	  23.446	  700	 
29237	  nan	  0.0036	  0.0675	  0.17322	  0.005	  36.142	  0.56652	  0.01	  18404	  11.87	  0.00934	  0.012236	  0.0028	  nan	  0	  1.4982e+07	  0.0027	  0.005	  1	  1.2471e-05	  24.8	  nan	  8.0298	  20	  nan	  3	  0.24161	  0.0097	  11.181	  1.2e-06	  0.29034	  0.005	  15144	  nan	  0	  2292	  95	  nan	  nan	  500	  2.6994e+18	  0.0135	  27.189	  700	 
29238	  nan	  0.0036	  0.0675	  0.17424	  0.005	  16.969	  0.56652	  0.01	  11630	  12.186	  0.0061	  0.012405	  0.0028	  nan	  0	  5.8977e+06	  0.0027	  0.005	  1	  1.6469e-05	  24.8	  nan	  10.507	  40	  nan	  3	  0.22387	  0.0097	  18.135	  1.2e-06	  0.28687	  0.005	  9429.8	  nan	  0	  1106.9	  95	  nan	  nan	  500	  4.3784e+18	  0.0135	  19.524	  700	 
29239	  nan	  0.0036	  0.0675	  nan	  0.005	  nan	  0.55362	  0.01	  nan	  nan	  nan	  nan	  0.0028	  nan	  0	  3.6711e+06	  0.0027	  0.005	  0	  nan	  24.8	  nan	  nan	  40	  nan	  3	  nan	  0.0097	  116.68	  1.2e-06	  0.29528	  0.005	  nan	  nan	  0	  nan	  1	  nan	  nan	  500	  nan	  0.0135	  13.831	  700	 
29240	  nan	  0.0036	  0.0675	  0.17933	  0.005	  21.18	  101.24	  0.01	  14481	  12.206	  0.00666	  0.012535	  0.0028	  nan	  0	  6.3422e+06	  0.0027	  0.005	  1	  1.2762e-05	  24.6	  nan	  9.621	  60	  nan	  3	  0.2318	  0.0097	  13.443	  1.2e-06	  0.2911	  0.005	  11363	  nan	  0	  1505.2	  96	  nan	  nan	  500	  3.2455e+18	  0.0135	  21.417	  700	 
